time;Wind Speed;Wind Direction
0;7.4;10.52284348
10;4.4;4.848184901
10;4.4;4.848184901
10;4.4;4.848184901
20;9.4;0.321518978
20;9.4;0.321518978
30;7.2;0.342851565
30;7.2;0.342851565
30;7.2;0.342851565
40;6;3.629695379
40;6;3.629695379
50;0.4;-1.036995103
50;0.4;-1.036995103
50;0.4;-1.036995103
60;7.6;-5.701779191
60;7.6;-5.701779191
70;6;-5.376060135
70;6;-5.376060135
70;6;-5.376060135
80;7.8;-2.766311826
80;7.8;-2.766311826
90;5.6;2.410642477
90;5.6;2.410642477
100;8.6;-4.140993415
100;8.6;-4.140993415
110;5.8;3.407838615
110;5.8;3.407838615
110;5.8;3.407838615
120;7.2;-3.92108825
120;7.2;-3.92108825
130;8.2;-2.654707338
130;8.2;-2.654707338
130;8.2;-2.654707338
140;9.8;7.620787775
140;9.8;7.620787775
140;9.8;7.620787775
150;9;3.645004966
150;9;3.645004966
150;9;3.645004966
160;6;-1.624678151
160;6;-1.624678151
160;6;-1.624678151
170;10.2;-1.239670697
170;10.2;-1.239670697
170;10.2;-1.239670697
180;4.2;-6.094508871
180;4.2;-6.094508871
180;4.2;-6.094508871
190;5.8;-2.817626012
190;5.8;-2.817626012
190;5.8;-2.817626012
200;5.8;3.543044343
200;5.8;3.543044343
205;5.8;-3.680095165
205;5.8;-3.680095165
210;6;-10.90323467
210;6;-10.90323467
220;4.6;-3.960033323
220;4.6;-3.960033323
230;8;1.505967768
230;8;1.505967768
230;8;1.505967768
240;5.6;5.529127342
240;5.6;5.529127342
250;7;1.473070565
250;7;1.473070565
260;8.4;2.225392113
260;8.4;2.225392113
260;8.4;2.225392113
270;3.2;1.260682732
270;3.2;1.260682732
270;3.2;1.260682732
280;7;3.512101841
280;7;3.512101841
280;7;3.512101841
290;9.6;3.249943938
290;9.6;3.249943938
290;9.6;3.249943938
300;6.4;3.599226286
300;6.4;3.599226286
300;6.4;3.599226286
310;2.4;-6.033593648
310;2.4;-6.033593648
310;2.4;-6.033593648
320;9.2;3.249086841
320;9.2;3.249086841
320;9.2;3.249086841
330;9.8;7.686820195
330;9.8;7.686820195
330;9.8;7.686820195
340;5.4;-2.817668004
340;5.4;-2.817668004
340;5.4;-2.817668004
350;4.4;-0.782950511
350;4.4;-0.782950511
350;4.4;-0.782950511
360;4.2;-1.75092401
360;4.2;-1.75092401
360;4.2;-1.75092401
370;7.8;5.576061809
370;7.8;5.576061809
370;7.8;5.576061809
380;7;-1.72399312
380;7;-1.72399312
380;7;-1.72399312
390;5;3.719668384
390;5;3.719668384
390;5;3.719668384
400;4.4;0.58545073
400;4.4;0.58545073
410;7.6;-4.618186045
410;7.6;-4.618186045
420;4.8;6.032717686
420;4.8;6.032717686
420;4.8;6.032717686
430;6.2;1.711630561
430;6.2;1.711630561
440;5.4;1.848717159
