time;Wind Speed;Wind Direction
0;22.5031135;0.928046398
10;23.97222021;0.173253554
10;23.97222021;0.173253554
10;23.97222021;0.173253554
20;25.44132693;-0.69160703
20;25.44132693;-0.69160703
30;24.52159453;-0.723040408
30;24.52159453;-0.723040408
30;24.52159453;-0.723040408
40;23.60186212;-0.574427605
40;23.60186212;-0.574427605
50;24.17340347;-0.307712744
50;24.17340347;-0.307712744
50;24.17340347;-0.307712744
60;24.74494482;0.267309749
60;24.74494482;0.267309749
70;24.95467445;1.334478572
70;24.95467445;1.334478572
70;24.95467445;1.334478572
80;25.16440407;-1.331096359
80;25.16440407;-1.331096359
90;25.45606905;1.399058884
90;25.45606905;1.399058884
100;25.74773403;-0.572494141
100;25.74773403;-0.572494141
110;25.23734354;-0.346686282
110;25.23734354;-0.346686282
110;25.23734354;-0.346686282
120;24.72695305;-0.644071631
120;24.72695305;-0.644071631
130;25.6516266;0.86756094
130;25.6516266;0.86756094
130;25.6516266;0.86756094
140;26.57630015;1.638985942
140;26.57630015;1.638985942
140;26.57630015;1.638985942
150;25.5476815;0.427782082
150;25.5476815;0.427782082
150;25.5476815;0.427782082
160;24.51906285;1.478405089
160;24.51906285;1.478405089
160;24.51906285;1.478405089
170;24.92328748;-0.692031595
170;24.92328748;-0.692031595
170;24.92328748;-0.692031595
180;25.32751212;-2.678243677
180;25.32751212;-2.678243677
180;25.32751212;-2.678243677
190;25.49612312;1.06770788
190;25.49612312;1.06770788
190;25.49612312;1.06770788
200;25.66473412;-0.280676763
200;25.66473412;-0.280676763
210;25.37496136;0.994936739
210;25.37496136;0.994936739
210;25.37496136;0.994936739
220;25.08518859;0.173799545
220;25.08518859;0.173799545
230;25.48307069;-0.70582968
230;25.48307069;-0.70582968
230;25.48307069;-0.70582968
240;25.88095279;-2.087390241
240;25.88095279;-2.087390241
250;25.60208296;-0.124890006
250;25.60208296;-0.124890006
260;25.32321314;0.159845384
260;25.32321314;0.159845384
260;25.32321314;0.159845384
270;24.76953348;-1.487048919
270;24.76953348;-1.487048919
270;24.76953348;-1.487048919
280;24.21585382;1.75024602
280;24.21585382;1.75024602
280;24.21585382;1.75024602
290;23.70524023;0.533454207
290;23.70524023;0.533454207
290;23.70524023;0.533454207
300;23.19462665;0.405125809
300;23.19462665;0.405125809
300;23.19462665;0.405125809
310;25.0266098;-0.659112617
310;25.0266098;-0.659112617
310;25.0266098;-0.659112617
320;26.85859295;0.047117243
320;26.85859295;0.047117243
320;26.85859295;0.047117243
330;25.62703143;-0.023005145
330;25.62703143;-0.023005145
330;25.62703143;-0.023005145
340;24.39546991;-0.138532991
340;24.39546991;-0.138532991
340;24.39546991;-0.138532991
350;24.74941482;-0.795554021
350;24.74941482;-0.795554021
350;24.74941482;-0.795554021
360;25.10335972;-2.08727131
360;25.10335972;-2.08727131
360;25.10335972;-2.08727131
370;25.33326334;0.438060417
370;25.33326334;0.438060417
370;25.33326334;0.438060417
380;25.56316696;-1.173308395
380;25.56316696;-1.173308395
380;25.56316696;-1.173308395
390;25.33838198;-1.003090447
390;25.33838198;-1.003090447
390;25.33838198;-1.003090447
400;25.113597;1.242942764
400;25.113597;1.242942764
410;24.60443539;0.283337923
410;24.60443539;0.283337923
420;24.09527379;0.913006118
420;24.09527379;0.913006118
420;24.09527379;0.913006118
430;24.3137796;0.407353751
430;24.3137796;0.407353751
440;24.53228542;-0.117637105
440;24.53228542;-0.117637105
440;24.53228542;-0.117637105
450;24.70369774;1.157766958
450;24.70369774;1.157766958
460;24.87511005;1.337072233
460;24.87511005;1.337072233
460;24.87511005;1.337072233
470;25.67703427;-1.310775034
470;25.67703427;-1.310775034
480;26.47895849;0.731980194
480;26.47895849;0.731980194
490;25.3090714;-0.155731158
490;25.3090714;-0.155731158
490;25.3090714;-0.155731158
500;24.13918431;-0.225907237
500;24.13918431;-0.225907237
510;24.96192639;-2.442837815
510;24.96192639;-2.442837815
520;25.78466847;-0.763476735
520;25.78466847;-0.763476735
520;25.78466847;-0.763476735
530;25.5466458;0.206475396
530;25.5466458;0.206475396
530;25.5466458;0.206475396
540;25.30862314;0.060222997
540;25.30862314;0.060222997
540;25.30862314;0.060222997
550;25.03738155;2.174218741
550;25.03738155;2.174218741
550;25.03738155;2.174218741
560;24.76613996;-0.36599161
560;24.76613996;-0.36599161
560;24.76613996;-0.36599161
570;24.35458361;-1.431067117
570;24.35458361;-1.431067117
570;24.35458361;-1.431067117
580;23.94302725;-1.59867405
580;23.94302725;-1.59867405
580;23.94302725;-1.59867405
590;24.32944315;-0.493369137
590;24.32944315;-0.493369137
590;24.32944315;-0.493369137
600;24.71585905;0.621080937
600;24.71585905;0.621080937
610;24.81458438;1.012130486
610;24.81458438;1.012130486
610;24.81458438;1.012130486
620;24.91330972;0.24444551
620;24.91330972;0.24444551
620;24.91330972;0.24444551
630;24.22195732;-1.182421437
630;24.22195732;-1.182421437
630;24.22195732;-1.182421437
640;23.53060493;-1.113211302
640;23.53060493;-1.113211302
640;23.53060493;-1.113211302
650;24.36139359;-0.184210709
650;24.36139359;-0.184210709
650;24.36139359;-0.184210709
660;25.19218224;-1.302120825
660;25.19218224;-1.302120825
660;25.19218224;-1.302120825
670;24.68494448;-0.789465653
670;24.68494448;-0.789465653
670;24.68494448;-0.789465653
680;24.17770672;0.826165328
680;24.17770672;0.826165328
690;24.54173307;0.7429091
690;24.54173307;0.7429091
700;24.90575941;1.116670199
700;24.90575941;1.116670199
700;24.90575941;1.116670199
710;25.12098638;0.460106034
710;25.12098638;0.460106034
710;25.12098638;0.460106034
720;25.33621334;0.269955566
720;25.33621334;0.269955566
720;25.33621334;0.269955566
730;24.71577964;-0.857821767
730;24.71577964;-0.857821767
730;24.71577964;-0.857821767
740;24.09534594;0.357429867
740;24.09534594;0.357429867
740;24.09534594;0.357429867
750;24.40354479;-0.422793075
750;24.40354479;-0.422793075
750;24.40354479;-0.422793075
760;24.71174364;-1.004329247
760;24.71174364;-1.004329247
770;25.0309032;0.951205423
770;25.0309032;0.951205423
770;25.0309032;0.951205423
780;25.35006276;-0.065330865
780;25.35006276;-0.065330865
780;25.35006276;-0.065330865
790;24.25710181;0.639899116
790;24.25710181;0.639899116
790;24.25710181;0.639899116
800;23.16414086;0.032663579
800;23.16414086;0.032663579
800;23.16414086;0.032663579
810;24.60005838;-0.256821281
810;24.60005838;-0.256821281
810;24.60005838;-0.256821281
820;26.03597591;0.271146843
820;26.03597591;0.271146843
820;26.03597591;0.271146843
830;26.73021853;-3.288073966
830;26.73021853;-3.288073966
830;26.73021853;-3.288073966
840;27.42446114;0.273576006
840;27.42446114;0.273576006
850;26.69193083;0.949116645
850;26.69193083;0.949116645
860;25.95940051;1.212903774
860;25.95940051;1.212903774
860;25.95940051;1.212903774
870;25.32181426;-0.128010726
870;25.32181426;-0.128010726
880;24.684228;0.68356774
880;24.684228;0.68356774
880;24.684228;0.68356774
890;25.05642534;-1.657848897
890;25.05642534;-1.657848897
900;25.42862268;1.112553503
900;25.42862268;1.112553503
910;24.69631895;-0.662726298
910;24.69631895;-0.662726298
910;24.69631895;-0.662726298
920;23.96401522;1.227039449
920;23.96401522;1.227039449
930;25.42094034;-0.440788529
930;25.42094034;-0.440788529
930;25.42094034;-0.440788529
940;26.87786546;1.213567194
940;26.87786546;1.213567194
940;26.87786546;1.213567194
950;26.40928493;-0.191054863
950;26.40928493;-0.191054863
950;26.40928493;-0.191054863
960;25.9407044;1.322918341
960;25.9407044;1.322918341
960;25.9407044;1.322918341
970;25.86402509;-0.531297616
970;25.86402509;-0.531297616
970;25.86402509;-0.531297616
980;25.78734578;-1.41322299
980;25.78734578;-1.41322299
980;25.78734578;-1.41322299
990;24.95573576;2.19389E-05
990;24.95573576;2.19389E-05
