time;Wind Speed;Wind Direction
0;13.36;0
28.8;13.36;0
57.6;13.36;0
86.4;13.36;0
115.2;13.36;0
144;13.36;0
172.8;13.36;0
201.6;13.36;0
230.4;13.36;0
259.2;13.36;0
288;13.36;0
316.8;13.36;0
345.6;13.36;0
374.4;13.36;0
403.2;13.36;0
432;13.36;0
460.8;13.36;0
489.6;13.36;0
518.4;13.36;0
547.2;13.36;0
576;13.36;0
604.8;13.36;0
633.6;13.36;0
662.4;13.36;0
691.2;13.36;0
720;13.36;0
748.8;13.36;0
777.6;13.36;0
806.4;13.36;0
835.2;13.36;0
864;13.36;0
892.8;13.36;0
921.6;13.36;0
950.4;13.36;0
979.2;13.36;0
1008;13.36;0
1036.8;13.36;0
1065.6;13.36;0
1094.4;13.36;0
1123.2;13.36;0
1152;13.36;0
1180.8;13.36;0
1209.6;13.36;0
1238.4;13.36;0
1267.2;13.36;0
1296;13.36;0
1324.8;13.36;0
1353.6;13.36;0
1382.4;13.36;0
1411.2;13.36;0
1440;13.36;0
