time;Wind Speed;Wind Direction
0;10;1.875670401
20;10;0.304105619
20;10;0.304105619
20;10;0.304105619
40;10;1.081260642
40;10;1.081260642
60;10;-0.256145562
60;10;-0.256145562
60;10;-0.256145562
80;10;1.390846102
80;10;1.390846102
100;10;0.036429855
100;10;0.036429855
100;10;0.036429855
120;10;-1.171086442
120;10;-1.171086442
120;10;-1.171086442
140;10;0.573124446
140;10;0.573124446
140;10;0.573124446
160;10;1.357253886
160;10;1.357253886
160;10;1.357253886
180;10;0.332912267
180;10;0.332912267
180;10;0.332912267
200;10;-1.760440502
200;10;-1.760440502
220;10;0.004840263
220;10;0.004840263
220;10;0.004840263
240;10;0.335991119
240;10;0.335991119
240;10;0.335991119
260;10;-0.609633958
260;10;-0.609633958
260;10;-0.609633958
280;10;0.65037188
280;10;0.65037188
280;10;0.65037188
300;10;0.226562163
300;10;0.226562163
300;10;0.226562163
320;10;1.200590794
320;10;1.200590794
320;10;1.200590794
340;10;-0.240056226
340;10;-0.240056226
340;10;-0.240056226
360;10;0.326368179
360;10;0.326368179
360;10;0.326368179
380;10;0.253544691
380;10;0.253544691
380;10;0.253544691
400;10;0.859522654
400;10;0.859522654
420;10;-0.040501963
420;10;-0.040501963
440;10;-0.516148503
440;10;-0.516148503
440;10;-0.516148503
460;10;0.355988842
460;10;0.355988842
460;10;0.355988842
480;10;-0.68032633
480;10;-0.68032633
500;10;1.078937657
500;10;1.078937657
520;10;-0.858685979
520;10;-0.858685979
520;10;-0.858685979
540;10;1.258961353
540;10;1.258961353
540;10;1.258961353
560;10;1.303448541
560;10;1.303448541
560;10;1.303448541
580;10;-0.376490335
580;10;-0.376490335
600;10;-0.861306482
600;10;-0.861306482
620;10;0.543186203
620;10;0.543186203
620;10;0.543186203
640;10;-0.430958593
640;10;-0.430958593
640;10;-0.430958593
660;10;0.291426749
660;10;0.291426749
660;10;0.291426749
680;10;-0.702312879
680;10;-0.702312879
700;10;-0.248790619
700;10;-0.248790619
700;10;-0.248790619
720;10;-0.936185092
720;10;-0.936185092
720;10;-0.936185092
740;10;0.450074246
740;10;0.450074246
760;10;0.190637028
760;10;0.190637028
780;10;0.688285836
780;10;0.688285836
780;10;0.688285836
800;10;1.551033867
800;10;1.551033867
800;10;1.551033867
820;10;-0.950668312
820;10;-0.950668312
820;10;-0.950668312
840;10;0.996751681
840;10;0.996751681
860;10;1.067527657
860;10;1.067527657
880;10;-0.786207099
880;10;-0.786207099
900;10;-0.200971898
900;10;-0.200971898
900;10;-0.200971898
920;10;1.104523191
920;10;1.104523191
940;10;-1.693798668
940;10;-1.693798668
940;10;-1.693798668
960;10;-0.604057197
960;10;-0.604057197
960;10;-0.604057197
980;10;0.156833466
980;10;0.156833466
980;10;0.156833466
1000;10;-2.112216223
1000;10;-2.112216223
1020;10;-0.660967994
1020;10;-0.660967994
1040;10;-0.208660376
1040;10;-0.208660376
1040;10;-0.208660376
1060;10;-1.847680413
1060;10;-1.847680413
1060;10;-1.847680413
1080;10;0.137906857
1080;10;0.137906857
1080;10;0.137906857
1100;10;-0.280811524
1100;10;-0.280811524
1100;10;-0.280811524
1120;10;-0.777147188
1120;10;-0.777147188
1120;10;-0.777147188
1140;10;-0.42578637
1140;10;-0.42578637
1140;10;-0.42578637
1160;10;-0.296606231
1160;10;-0.296606231
1160;10;-0.296606231
1180;10;1.100951655
1180;10;1.100951655
1180;10;1.100951655
1200;10;-1.004131602
1200;10;-1.004131602
1220;10;-0.734889596
1220;10;-0.734889596
1220;10;-0.734889596
1240;10;-0.938976741
1240;10;-0.938976741
1240;10;-0.938976741
1260;10;0.94925151
1260;10;0.94925151
1260;10;0.94925151
1280;10;-2.058312413
1280;10;-2.058312413
1280;10;-2.058312413
1300;10;0.967473593
1300;10;0.967473593
1300;10;0.967473593
1320;10;-0.269546096
1320;10;-0.269546096
1320;10;-0.269546096
1340;10;0.078963301
1340;10;0.078963301
1340;10;0.078963301
1360;10;0.933411446
1360;10;0.933411446
1380;10;-0.388669154
1380;10;-0.388669154
1380;10;-0.388669154
1400;10;0.253083677
1400;10;0.253083677
1420;10;-0.519355017
1420;10;-0.519355017
1420;10;-0.519355017
1440;10;0.826366791
