Time,Wind Speed
0 sec,0.5376671395461
60 sec,1.83388501459509
120 sec,-2.25884686100365
180 sec,0.862173320368121
240 sec,0.318765239858981
300 sec,-1.30768829630527
360 sec,-0.433592022305684
420 sec,0.34262446653865
480 sec,3.57839693972576
540 sec,2.76943702988488
600 sec,-1.34988694015652
660 sec,3.03492346633185
720 sec,0.725404224946106
780 sec,-0.0630548731896562
840 sec,0.714742903826096
900 sec,-0.204966058299775
960 sec,-0.124144348216312
1020 sec,1.48969760778546
1080 sec,1.40903448980048
1140 sec,1.41719241342961
1200 sec,0.67149713360808
1260 sec,-1.20748692268504
1320 sec,0.717238651328838
1380 sec,1.63023528916473
1440 sec,0.488893770311789
