Time,Wind Speed
0 sec,37.6314101190344
10 sec,36.2748441279764
20 sec,35.5729100418551
30 sec,34.6417398514681
40 sec,35.7418167001661
50 sec,34.2648018355165
60 sec,37.1257143306272
70 sec,34.8509739374169
80 sec,34.052276568716
90 sec,34.9690909353519
100 sec,34.9921827659085
110 sec,36.0023122077498
120 sec,33.983177093534
130 sec,35.4560703662902
140 sec,36.3861330829838
150 sec,34.5580981059458
160 sec,36.1752241449306
170 sec,34.2237568044911
180 sec,33.8739249365354
190 sec,33.421683700112
200 sec,35.1221764846335
210 sec,35.0913889579817
220 sec,36.6445348729057
230 sec,36.2759886388097
240 sec,36.0739846886663
250 sec,35.2853778942964
260 sec,35.4723711179283
270 sec,34.0999769497778
280 sec,35.222317359215
290 sec,35.1017213471874
300 sec,35.6559389250609
310 sec,36.1507835236159
320 sec,34.700888926293
330 sec,33.9810633184913
340 sec,35.6418863999768
350 sec,35.2332616781481
360 sec,36.0847527325409
370 sec,34.81790595827
380 sec,34.6767085650388
390 sec,34.6642522792567
400 sec,34.8091788158611
410 sec,36.1038634591236
420 sec,36.2911527446091
430 sec,35.4366468213162
440 sec,33.2550161936996
450 sec,36.4539662653584
460 sec,35.7834345599733
470 sec,36.4615982022416
480 sec,35.3509835849547
490 sec,35.0871605591471
500 sec,34.7586579486034
510 sec,36.0740349229457
520 sec,34.2153278434692
530 sec,34.2901851490675
540 sec,36.2043279287994
550 sec,32.5880742211556
560 sec,33.6229552782976
570 sec,33.7137536654472
580 sec,34.6715049280147
590 sec,33.5606352345425
600 sec,35.3995551355213
610 sec,36.7087431565707
620 sec,34.0529560407817
630 sec,34.5280752488869
640 sec,35.0226432824445
650 sec,32.9348444255552
660 sec,34.4072242641414
670 sec,37.3244860208722
680 sec,34.5524307380168
690 sec,36.1723982899539
700 sec,34.2660656655076
710 sec,34.6589174664616
720 sec,35.5273070748449
730 sec,35.6004933627189
740 sec,33.8027540101931
750 sec,35.4026572991854
760 sec,35.4503927780234
770 sec,33.4619264538149
780 sec,33.2942056108643
790 sec,33.6030287208632
800 sec,35.2481568315848
810 sec,35.5772880364259
820 sec,34.7417956315576
830 sec,33.7247416609234
840 sec,35.5113330336971
850 sec,35.1123637374867
860 sec,35.6242733107013
870 sec,34.4117518350743
880 sec,36.7940212820775
890 sec,32.0311734764543
900 sec,32.9265856971718
910 sec,34.1635724485445
920 sec,35.5396020196221
930 sec,34.5116971684216
940 sec,34.8293235630387
950 sec,36.8470912400066
960 sec,35.609628926155
970 sec,36.4941243740995
980 sec,34.7266161977307
990 sec,35.2946217780142
1000 sec,32.4694722366459
1010 sec,34.171753277131
1020 sec,36.6586837154899
1030 sec,35.9156381941021
1040 sec,36.1838174443209
1050 sec,35.1244485688779
1060 sec,36.1496107124963
1070 sec,35.6635131628951
1080 sec,34.4279527153688
1090 sec,35.9893291710655
1100 sec,32.2752525731741
1110 sec,35.9467141267547
1120 sec,34.691789558996
1130 sec,35.6693851472543
1140 sec,34.5339316952975
1150 sec,37.2340832797274
1160 sec,34.5206027460808
1170 sec,34.9674136293066
1180 sec,35.6696263588868
1190 sec,34.92020628437
1200 sec,34.6214766177044
1210 sec,34.2406061236356
1220 sec,34.2194766419758
1230 sec,33.3758252061366
1240 sec,34.4480480075461
1250 sec,35.056686399723
1260 sec,35.394159428491
1270 sec,34.3565700832851
1280 sec,34.5304558171768
1290 sec,34.4465012796239
1300 sec,35.2168185712302
1310 sec,34.1453547025143
1320 sec,34.6120267201391
1330 sec,36.1148163754273
1340 sec,34.2031933961569
1350 sec,34.5920132070816
1360 sec,35.7772587730222
1370 sec,36.3791636717585
1380 sec,36.1225828904115
1390 sec,34.7451998324657
1400 sec,36.6591599957161
1410 sec,35.0900545356195
1420 sec,34.2007193259283
1430 sec,35.5869730692068
1440 sec,34.4598943431725
