Time,Wind Direction
0 sec,0.928046397632534
10 sec,0.173253553624281
20 sec,-0.691607030355809
30 sec,-0.723040407771907
40 sec,-0.574427605346003
50 sec,-0.307712743544124
60 sec,0.267309749472897
70 sec,1.33447857226442
80 sec,-1.33109635882212
90 sec,1.39905888351768
100 sec,-0.572494140517241
110 sec,-0.346686281890867
120 sec,-0.644071630540549
130 sec,0.867560939828944
140 sec,1.63898594191133
150 sec,0.427782082437086
160 sec,1.47840508887214
170 sec,-0.692031595036578
180 sec,-2.67824367656269
190 sec,1.06770787970027
200 sec,-0.280676762536799
210 sec,0.994936739485576
220 sec,0.173799544500198
230 sec,-0.705829679856859
240 sec,-2.08739024096287
250 sec,-0.124890006158412
260 sec,0.159845384336009
270 sec,-1.48704891907025
280 sec,1.75024601977331
290 sec,0.533454206580796
300 sec,0.405125808550501
310 sec,-0.659112616636269
320 sec,0.0471172426251229
330 sec,-0.023005144812644
340 sec,-0.138532991484102
350 sec,-0.795554021409732
360 sec,-2.08727130979246
370 sec,0.43806041731818
380 sec,-1.17330839469982
390 sec,-1.00309044657805
400 sec,1.24294276386595
410 sec,0.28333792320143
420 sec,0.913006118046172
430 sec,0.407353751168492
440 sec,-0.117637104690686
450 sec,1.15776695798026
460 sec,1.33707223251405
470 sec,-1.31077503382795
480 sec,0.731980193710941
490 sec,-0.155731158398507
500 sec,-0.22590723655105
510 sec,-2.44283781465924
520 sec,-0.76347673533775
530 sec,0.206475395910969
540 sec,0.0602229969514799
550 sec,2.17421874085599
560 sec,-0.365991609822274
570 sec,-1.43106711735553
580 sec,-1.59867405002466
590 sec,-0.493369137402318
600 sec,0.621080936870365
610 sec,1.01213048572773
620 sec,0.244445509693542
630 sec,-1.18242143721243
640 sec,-1.11321130206615
650 sec,-0.18421070912835
660 sec,-1.3021208247654
670 sec,-0.789465653170764
680 sec,0.826165327984682
690 sec,0.742909100026021
700 sec,1.11667019944742
710 sec,0.460106034435362
720 sec,0.269955565613964
730 sec,-0.857821766965823
740 sec,0.357429866563701
750 sec,-0.422793075246218
760 sec,-1.00432924704503
770 sec,0.951205422671554
780 sec,-0.0653308649326721
790 sec,0.639899115563999
800 sec,0.0326635790712312
810 sec,-0.256821281173245
820 sec,0.271146843300018
830 sec,-3.28807396638194
840 sec,0.273576006160804
850 sec,0.949116644604848
860 sec,1.21290377351765
870 sec,-0.128010725793555
880 sec,0.683567740182678
890 sec,-1.65784889717369
900 sec,1.11255350313917
910 sec,-0.662726298462869
920 sec,1.22703944924216
930 sec,-0.440788529213923
940 sec,1.21356719414867
950 sec,-0.191054862865441
960 sec,1.32291834132569
970 sec,-0.531297615966442
980 sec,-1.4132229903073
990 sec,2.19389434770215e-05
1000 sec,-0.505969285877348
1010 sec,1.35130310725946
1020 sec,-1.44887794850753
1030 sec,-1.75565970197457
1040 sec,0.535286278793618
1050 sec,-1.54003815251668
1060 sec,0.018540030123624
1070 sec,-0.947168242488857
1080 sec,0.222529703491495
1090 sec,-0.445061849812266
1100 sec,-0.525533185160993
1110 sec,-0.0849060628721355
1120 sec,-0.121320337845483
1130 sec,1.24204108664047
1140 sec,-0.424561857748183
1150 sec,-0.951068389371626
1160 sec,-0.415896105432704
1170 sec,-2.29108457115064
1180 sec,-0.121988540664845
1190 sec,-0.00273120784509834
1200 sec,-0.631353330501742
1210 sec,-0.80424518239426
1220 sec,0.39974467266488
1230 sec,-1.46985842943416
1240 sec,-1.06742522898043
1250 sec,-1.1527315539296
1260 sec,1.0661999515573
1270 sec,-1.28261246589937
1280 sec,-0.833223731865975
1290 sec,-0.0156667040083775
1300 sec,1.53023252195738
1310 sec,2.20271589047066
1320 sec,-0.0160059015092789
1330 sec,-0.305663743158832
1340 sec,-1.54288763812751
1350 sec,-0.390183266946439
1360 sec,1.78655196759876
1370 sec,-1.6166229822979
1380 sec,-0.231535271548827
1390 sec,1.33736381132531
1400 sec,-2.40746581607854
1410 sec,0.446940340487468
1420 sec,-0.723943517051955
1430 sec,-0.119573381205972
1440 sec,0.383784215088319
