Time,Wind Direction
0 sec,1.87567040067676
20 sec,0.304105619224324
40 sec,1.08126064218305
60 sec,-0.256145562350146
80 sec,1.39084610230152
100 sec,0.0364298552880831
120 sec,-1.17108644227797
140 sec,0.573124446451255
160 sec,1.3572538864204
180 sec,0.33291226719579
200 sec,-1.76044050240675
220 sec,0.00484026325317733
240 sec,0.335991118967819
260 sec,-0.609633957781387
280 sec,0.650371879511199
300 sec,0.226562162745682
320 sec,1.20059079433163
340 sec,-0.240056225644925
360 sec,0.326368179222773
380 sec,0.253544690859202
400 sec,0.859522653572487
420 sec,-0.0405019633688796
440 sec,-0.516148503478076
460 sec,0.355988842247448
480 sec,-0.680326330308027
500 sec,1.0789376568464
520 sec,-0.858685979411676
540 sec,1.25896135317181
560 sec,1.30344854112468
580 sec,-0.376490334864137
600 sec,-0.8613064822584
620 sec,0.543186202857324
640 sec,-0.430958593272673
660 sec,0.291426748625318
680 sec,-0.702312878687856
700 sec,-0.248790619390345
720 sec,-0.936185092104569
740 sec,0.450074246082042
760 sec,0.190637028328753
780 sec,0.688285836175425
800 sec,1.55103386742918
820 sec,-0.950668312041259
840 sec,0.996751681196389
860 sec,1.06752765684068
880 sec,-0.786207099415248
900 sec,-0.200971898139425
920 sec,1.10452319127922
940 sec,-1.6937986678404
960 sec,-0.604057196623847
980 sec,0.156833466349212
1000 sec,-2.11221622264543
1020 sec,-0.660967993880447
1040 sec,-0.20866037553553
1060 sec,-1.8476804129076
1080 sec,0.13790685699724
1100 sec,-0.28081152420608
1120 sec,-0.77714718832952
1140 sec,-0.425786369535038
1160 sec,-0.296606231299398
1180 sec,1.10095165517711
1200 sec,-1.00413160185293
1220 sec,-0.734889596146312
1240 sec,-0.938976741465574
1260 sec,0.949251510327868
1280 sec,-2.05831241300062
1300 sec,0.967473593071554
1320 sec,-0.269546095965579
1340 sec,0.0789633005030358
1360 sec,0.933411446079881
1380 sec,-0.388669153858898
1400 sec,0.253083677281467
1420 sec,-0.519355016824106
1440 sec,0.826366790830204
